Fecha;codLinea;codAseguradora;primaAcumulada;primaMensual
2016-03-01 00:00:00.000;10;1;429.038.859;154.059.689
2016-03-01 00:00:00.000;10;8;3.640.143;1.781.615
2016-03-01 00:00:00.000;10;3;9.965.121;3.051.622
2016-03-01 00:00:00.000;10;12;24.442.809;8.564.802
2016-03-01 00:00:00.000;10;6;6.727.119;250.381
2016-03-01 00:00:00.000;10;13;5.632.287;2.955.142
2016-03-01 00:00:00.000;13;1;2.341.781;978.957
2016-03-01 00:00:00.000;13;3;32.344;-10.043
2016-03-01 00:00:00.000;17;13;52.749;0.1082
2016-03-01 00:00:00.000;8;1;17.942.149;61.803.217
2016-03-01 00:00:00.000;8;8;1.671.118;-212.615
2016-03-01 00:00:00.000;3;1;4.011.199;545.346
2016-03-01 00:00:00.000;3;13;157.968;0
2016-03-01 00:00:00.000;17;1;12.733.619;4.656.577
2016-03-01 00:00:00.000;8;6;1.395.126;591.428
2016-03-01 00:00:00.000;8;13;1.859.971;308.401
2016-03-01 00:00:00.000;12;1;12.832.838;5.802.834
2016-03-01 00:00:00.000;17;8;296.888;5.843
2016-03-01 00:00:00.000;17;3;2.706.781;834.179
2016-03-01 00:00:00.000;17;6;27.704;-42.312
2016-03-01 00:00:00.000;12;3;29.233.687;1.244.899
2016-03-01 00:00:00.000;12;2;17.082;0
2016-03-01 00:00:00.000;12;9;324.461;51.031
2016-03-01 00:00:00.000;12;6;56.138;270.937
2016-03-01 00:00:00.000;8;3;17.987.838;10.302.104
2016-03-01 00:00:00.000;8;14;98.416;23.328
2016-03-01 00:00:00.000;5;1;14.048.625;4.477.436
2016-03-01 00:00:00.000;12;13;56.883;0.6831
2016-03-01 00:00:00.000;11;1;14.922.314;702.067
2016-03-01 00:00:00.000;11;8;1.242.648;765.774
2016-03-01 00:00:00.000;11;3;3.305.438;1.198.514
2016-03-01 00:00:00.000;12;8;9.747.364;4.633.563
2016-03-01 00:00:00.000;5;6;234.157;81.886
2016-03-01 00:00:00.000;9;1;40.376.254;5.067.643
2016-03-01 00:00:00.000;9;3;1.907.032;0
2016-03-01 00:00:00.000;11;6;312.158;133.286
2016-03-01 00:00:00.000;11;13;34.842;0.00320000000000009
2016-03-01 00:00:00.000;6;1;1.227.309;154.035
2016-03-01 00:00:00.000;19;8;8.103.813;3.098.746
2016-03-01 00:00:00.000;9;2;546.912;103.95
2016-03-01 00:00:00.000;9;14;1.531.915;213.961
2016-03-01 00:00:00.000;9;9;248.893;115.672
2016-03-01 00:00:00.000;16;1;633.766;349.870.000.000.001
2016-03-01 00:00:00.000;5;3;156.834;38.462
2016-03-01 00:00:00.000;19;2;16.444.002;2.862.895
2016-03-01 00:00:00.000;19;14;1.700.193;300.667
2016-03-01 00:00:00.000;19;10;2.387.435;1.144.631
2016-03-01 00:00:00.000;19;5;57.169;25.913
2016-03-01 00:00:00.000;19;1;188.619.344;26.975.408
2016-03-01 00:00:00.000;19;4;557.139;1.348.521
2016-03-01 00:00:00.000;4;1;117.726.629;24.832.305
2016-03-01 00:00:00.000;4;4;1.485.786;696.349.999.999.998
2016-03-01 00:00:00.000;4;8;682.323;2.375.772
2016-03-01 00:00:00.000;4;3;1.786.026;418.016
2016-03-01 00:00:00.000;19;3;10.644.597;2.940.995
2016-03-01 00:00:00.000;19;11;41.914.335;32.230.253
2016-03-01 00:00:00.000;15;2;11.659.313;3.043.169
2016-03-01 00:00:00.000;4;11;8.303.219;20.218.057
2016-03-01 00:00:00.000;4;2;22.615.502;5.490.654
2016-03-01 00:00:00.000;4;10;6.504.339;2.299.565
2016-03-01 00:00:00.000;4;5;7.457.629;2.579.208
2016-03-01 00:00:00.000;19;9;370.165;94.049
2016-03-01 00:00:00.000;1;8;682.323;2.375.772
2016-03-01 00:00:00.000;1;3;1.786.026;418.016
2016-03-01 00:00:00.000;1;11;8.303.219;20.218.057
2016-03-01 00:00:00.000;4;9;193.205;81.743
2016-03-01 00:00:00.000;15;1;39.159.827;858.954
2016-03-01 00:00:00.000;15;4;1.485.786;696.349.999.999.998
2016-03-01 00:00:00.000;1;2;10.956.189;2.447.485
2016-03-01 00:00:00.000;1;10;6.504.339;2.299.565
2016-03-01 00:00:00.000;1;5;7.457.629;2.579.208
2016-03-01 00:00:00.000;1;9;17.093;78.573
2016-03-01 00:00:00.000;15;9;22.275;0.317
2016-03-01 00:00:00.000;1;1;78.566.801;16.242.764
2016-04-01 00:00:00.000;11;6;387.645;75.487
2016-04-01 00:00:00.000;11;13;88.542;5.37
2016-04-01 00:00:00.000;6;1;1.418.025;190.716
2016-04-01 00:00:00.000;5;1;1.936.065;5.312.025
2016-04-01 00:00:00.000;5;3;985.289;828.455
2016-04-01 00:00:00.000;5;6;3.011.752;670.182
2016-04-01 00:00:00.000;1;10;8.820.115;2.315.776
2016-04-01 00:00:00.000;1;5;9.873.322;2.415.693
2016-04-01 00:00:00.000;1;9;203.629;32.699
2016-04-01 00:00:00.000;15;9;2.93;0.7025
2016-04-01 00:00:00.000;1;1;114.218.089;35.651.288
2016-04-01 00:00:00.000;1;8;5.138.851;-1.684.379
2016-04-01 00:00:00.000;1;3;2.992.577;1.206.551
2016-04-01 00:00:00.000;1;11;93.287.212;10.255.022
2016-04-01 00:00:00.000;1;2;1.532.168;4.365.491
2016-04-01 00:00:00.000;4;10;8.820.115;2.315.776
2016-04-01 00:00:00.000;4;5;9.873.322;2.415.693
2016-04-01 00:00:00.000;4;9;232.928;39.723
2016-04-01 00:00:00.000;15;1;46.547.531;7.387.704
2016-04-01 00:00:00.000;15;4;1.376.053;-109.733
2016-04-01 00:00:00.000;15;2;17.091.627;5.432.314
2016-04-01 00:00:00.000;12;9;358.128;33.667
2016-04-01 00:00:00.000;12;6;823.057;261.677
2016-04-01 00:00:00.000;12;13;11.288;55.997
2016-04-01 00:00:00.000;11;1;23.437.436;8.515.122
2016-04-01 00:00:00.000;11;8;1.304.179;615.310.000.000.001
2016-04-01 00:00:00.000;11;3;4.483.238;117.78
2016-04-01 00:00:00.000;8;6;1.683.736;28.861
2016-04-01 00:00:00.000;8;13;2.769.988;910.017
2016-04-01 00:00:00.000;12;1;16.967.097;4.134.259
2016-04-01 00:00:00.000;12;8;13.117.383;3.370.019
2016-04-01 00:00:00.000;12;3;39.765.969;10.532.282
2016-04-01 00:00:00.000;12;2;17.082;0
2016-04-01 00:00:00.000;17;6;38.393;10.689
2016-04-01 00:00:00.000;17;13;73.473;20.724
2016-04-01 00:00:00.000;8;1;294.161.381;114.739.891
2016-04-01 00:00:00.000;8;8;13.818.366;12.147.248
2016-04-01 00:00:00.000;8;3;24.945.045;6.957.207
2016-04-01 00:00:00.000;8;14;9.228;-0.6136
2016-04-01 00:00:00.000;13;3;82.114;4.977
2016-04-01 00:00:00.000;3;1;4.762.325;751.126
2016-04-01 00:00:00.000;3;13;397.238;23.927
2016-04-01 00:00:00.000;17;1;19.652.307;6.918.688
2016-04-01 00:00:00.000;17;8;356.821;59.933
2016-04-01 00:00:00.000;17;3;3.170.102;463.321
2016-04-01 00:00:00.000;10;8;13.001.744;9.361.601
2016-04-01 00:00:00.000;10;3;12.224.859;2.259.738
2016-04-01 00:00:00.000;10;12;34.302.539;985.973
2016-04-01 00:00:00.000;10;6;12.836.061;6.108.942
2016-04-01 00:00:00.000;10;13;7.328.337;169.605
2016-04-01 00:00:00.000;13;1;267.952;337.739
2016-04-01 00:00:00.000;4;8;5.138.851;-1.684.379
2016-04-01 00:00:00.000;4;3;2.992.577;1.206.551
2016-04-01 00:00:00.000;4;11;93.287.212;10.255.022
2016-04-01 00:00:00.000;4;2;32.413.306;9.797.804
2016-04-01 00:00:00.000;2;1;811.852.732;215.288.377
2016-04-01 00:00:00.000;10;1;521.947.743;92.908.884
2016-04-01 00:00:00.000;19;14;2.144.739;444.546
2016-04-01 00:00:00.000;19;10;3.443.899;1.056.464
2016-04-01 00:00:00.000;19;5;102.726;45.557
2016-04-01 00:00:00.000;19;9;455.581;85.416
2016-04-01 00:00:00.000;4;1;160.765.619;4.303.899
2016-04-01 00:00:00.000;4;4;1.376.053;-109.733
2016-04-01 00:00:00.000;19;1;264.844.856;76.225.512
2016-04-01 00:00:00.000;19;4;7.910.301;2.338.911
2016-04-01 00:00:00.000;19;8;5.916.765;-2.187.048
2016-04-01 00:00:00.000;19;3;1.278.239;2.137.793
2016-04-01 00:00:00.000;19;11;43.229.486;1.315.151
2016-04-01 00:00:00.000;19;2;30.415.337;13.971.335
2016-04-01 00:00:00.000;9;1;45.186.018;4.809.764
2016-04-01 00:00:00.000;9;3;1.914.983;0.795099999999991
2016-04-01 00:00:00.000;9;2;6.642.631;1.173.511
2016-04-01 00:00:00.000;9;14;1.846.439;314.524
2016-04-01 00:00:00.000;9;9;332.813;8.392
2016-04-01 00:00:00.000;16;1;879.535;245.769
2016-05-01 00:00:00.000;2;1;884.509.081;72.656.349
2016-05-01 00:00:00.000;10;1;613.384.457;91.436.714
2016-05-01 00:00:00.000;10;8;14.124.533;1.122.789
2016-05-01 00:00:00.000;1;9;250.253;46.624
2016-05-01 00:00:00.000;1;2;18.064.071;2.742.391
2016-05-01 00:00:00.000;1;10;11.638.005;281.789
2016-05-01 00:00:00.000;10;3;13.651.488;1.426.629
2016-05-01 00:00:00.000;10;12;43.727.042;9.424.503
2016-05-01 00:00:00.000;10;6;17.130.668;4.294.607
2016-05-01 00:00:00.000;3;13;511.958;11.472
2016-05-01 00:00:00.000;17;1;24.214.616;4.562.309
2016-05-01 00:00:00.000;3;1;5.483.591;721.266
2016-05-01 00:00:00.000;13;3;104.924;2.281
2016-05-01 00:00:00.000;10;13;11.027.346;3.699.009
2016-05-01 00:00:00.000;13;1;279.92;11.968
2016-05-01 00:00:00.000;17;13;175.891;102.418
2016-05-01 00:00:00.000;8;1;336.645.523;42.484.142
2016-05-01 00:00:00.000;8;8;13.818.366;0
2016-05-01 00:00:00.000;17;8;464.212;107.391
2016-05-01 00:00:00.000;17;3;432.426;1.154.158
2016-05-01 00:00:00.000;17;6;84.872;46.479
2016-05-01 00:00:00.000;12;2;17.082;0
2016-05-01 00:00:00.000;8;6;2.384.567;700.831
2016-05-01 00:00:00.000;8;13;3.482.265;712.277
2016-05-01 00:00:00.000;12;1;23.338.453;6.371.356
2016-05-01 00:00:00.000;8;3;29.480.842;4.535.797
2016-05-01 00:00:00.000;8;14;44.194;34.966
2016-05-01 00:00:00.000;11;1;32.317.126;887.969
2016-05-01 00:00:00.000;11;8;1.556.605;252.426
2016-05-01 00:00:00.000;12;9;415.311;57.183
2016-05-01 00:00:00.000;12;6;931.702;108.645
2016-05-01 00:00:00.000;12;8;16.585.409;3.468.026
2016-05-01 00:00:00.000;12;3;51.470.909;1.170.494
2016-05-01 00:00:00.000;5;1;23.683.041;4.322.391
2016-05-01 00:00:00.000;11;6;469.486;81.841
2016-05-01 00:00:00.000;11;13;261.314;172.772
2016-05-01 00:00:00.000;6;1;1.597.158;179.133
2016-05-01 00:00:00.000;11;3;5.640.538;115.73
2016-05-01 00:00:00.000;12;13;202.594;89.714
2016-05-01 00:00:00.000;9;2;7.987.629;1.344.998
2016-05-01 00:00:00.000;9;14;2.124.503;278.064
2016-05-01 00:00:00.000;9;1;52.915.162;7.729.144
2016-05-01 00:00:00.000;9;3;2.107.206;192.223
2016-05-01 00:00:00.000;5;3;932.142;-531.469.999.999.999
2016-05-01 00:00:00.000;5;6;4.943.027;1.931.275
2016-05-01 00:00:00.000;19;2;34.329.852;3.914.515
2016-05-01 00:00:00.000;19;4;10.145.215;2.234.914
2016-05-01 00:00:00.000;19;8;7.989.755;207.299
2016-05-01 00:00:00.000;19;1;352.030.234;87.185.378
2016-05-01 00:00:00.000;9;9;443.004;110.191
2016-05-01 00:00:00.000;16;1;1.022.465;14.293
2016-05-01 00:00:00.000;4;4;3.313.893;193.784
2016-05-01 00:00:00.000;19;14;2.040.511;-104.228
2016-05-01 00:00:00.000;19;10;423.381;789.911
2016-05-01 00:00:00.000;19;5;204.044;101.318
2016-05-01 00:00:00.000;19;3;17.505.424;4.723.034
2016-05-01 00:00:00.000;19;11;50.225.628;6.996.142
2016-05-01 00:00:00.000;4;11;121.117.672;2.783.046
2016-05-01 00:00:00.000;4;2;39.547.897;7.134.591
2016-05-01 00:00:00.000;4;8;6.757.722;1.618.871
2016-05-01 00:00:00.000;4;3;3.472.446;479.869
2016-05-01 00:00:00.000;19;9;870.932;415.351
2016-05-01 00:00:00.000;4;1;188.456.548;27.690.929
2016-05-01 00:00:00.000;15;4;3.313.893;193.784
2016-05-01 00:00:00.000;15;2;21.483.826;4.392.199
2016-05-01 00:00:00.000;4;9;312.965;80.037
2016-05-01 00:00:00.000;15;1;50.413.092;3.865.561
2016-05-01 00:00:00.000;4;10;11.638.005;281.789
2016-05-01 00:00:00.000;4;5;12.825.985;2.952.663
2016-05-01 00:00:00.000;1;5;12.825.985;2.952.663
2016-05-01 00:00:00.000;1;8;6.757.722;1.618.871
2016-05-01 00:00:00.000;1;3;3.472.446;479.869
2016-05-01 00:00:00.000;1;11;121.117.672;2.783.046
2016-05-01 00:00:00.000;15;9;62.712;33.412
2016-05-01 00:00:00.000;1;1;138.043.456;23.825.367
2016-06-01 00:00:00.000;2;1;950.469.764;65.960.683
2016-06-01 00:00:00.000;10;1;719.305.736;105.921.279
2016-06-01 00:00:00.000;10;8;14.974.698;850.165.000.000.002
2016-06-01 00:00:00.000;10;3;14.524.023;872.535
2016-06-01 00:00:00.000;10;12;57.190.433;13.463.391
2016-06-01 00:00:00.000;10;6;20.239.559;3.108.891
2016-06-01 00:00:00.000;3;13;665.971;154.013
2016-06-01 00:00:00.000;17;1;28.561.966;434.735
2016-06-01 00:00:00.000;10;13;11.978.899;951.552.999.999.999
2016-06-01 00:00:00.000;13;1;2.984.188;184.988
2016-06-01 00:00:00.000;13;3;102.392;-0.2532
2016-06-01 00:00:00.000;13;9;410.004;410.004
2016-06-01 00:00:00.000;17;3;548.098;115.672
2016-06-01 00:00:00.000;17;6;149.121;64.249
2016-06-01 00:00:00.000;17;13;594.829;418.938
2016-06-01 00:00:00.000;8;1;395.518.224;588.727.009.999.999
2016-06-01 00:00:00.000;8;8;16.986.451;3.168.085
2016-06-01 00:00:00.000;3;1;5.940.038;456.446.999.999.999
2016-06-01 00:00:00.000;8;14;424.136;-17.804
2016-06-01 00:00:00.000;8;9;457.994;457.994
2016-06-01 00:00:00.000;8;6;2.966.603;582.036
2016-06-01 00:00:00.000;8;13;4.380.687;898.422
2016-06-01 00:00:00.000;12;1;27.364.817;4.026.364
2016-06-01 00:00:00.000;17;8;470.451;0.623899999999999
2016-06-01 00:00:00.000;12;8;20.221.293;3.635.884
2016-06-01 00:00:00.000;12;3;64.181.474;12.710.565
2016-06-01 00:00:00.000;12;2;32.568;15.486
2016-06-01 00:00:00.000;12;9;425.959;10.648
2016-06-01 00:00:00.000;12;6;117.715;245.448
2016-06-01 00:00:00.000;8;3;35.614.512;613.367
2016-06-01 00:00:00.000;5;1;27.539.432;3.856.391
2016-06-01 00:00:00.000;12;13;256.619;54.025
2016-06-01 00:00:00.000;11;1;39.086.589;6.769.463
2016-06-01 00:00:00.000;11;8;3.497.251;1.940.646
2016-06-01 00:00:00.000;11;3;7.017.906;1.377.368
2016-06-01 00:00:00.000;11;9;235.389;235.389
2016-06-01 00:00:00.000;5;6;9.075.327;413.23
2016-06-01 00:00:00.000;9;1;5.935.408;6.438.918
2016-06-01 00:00:00.000;9;3;4.742.169;2.634.963
2016-06-01 00:00:00.000;11;6;641.621;172.135
2016-06-01 00:00:00.000;11;13;273.471;12.157
2016-06-01 00:00:00.000;6;1;1.803.088;20.593
2016-06-01 00:00:00.000;19;8;9.154.955;116.52
2016-06-01 00:00:00.000;9;2;9.372.249;138.462
2016-06-01 00:00:00.000;9;14;2.217.845;933.420.000.000.001
2016-06-01 00:00:00.000;9;9;762.695;319.691
2016-06-01 00:00:00.000;16;1;1.478.527;456.062
2016-06-01 00:00:00.000;5;3;950.561;18.419
2016-06-01 00:00:00.000;19;2;39.417.717;5.087.865
2016-06-01 00:00:00.000;19;14;2.330.285;289.774
2016-06-01 00:00:00.000;19;10;4.994.568;760.758
2016-06-01 00:00:00.000;19;5;239.188;35.144
2016-06-01 00:00:00.000;19;1;404.476.285;52.446.051
2016-06-01 00:00:00.000;19;4;11.263.865;111.865
2016-06-01 00:00:00.000;4;1;226.272.618;3.781.607
2016-06-01 00:00:00.000;4;4;3.843.303;52.941
2016-06-01 00:00:00.000;4;8;7.318.972;56.125
2016-06-01 00:00:00.000;4;3;3.776.963;304.517
2016-06-01 00:00:00.000;19;3;2.366.099;6.155.566
2016-06-01 00:00:00.000;19;11;50.358.893;133.265.000.000.001
2016-06-01 00:00:00.000;15;2;26.801.602;5.317.776
2016-06-01 00:00:00.000;4;11;143.300.161;22.182.489
2016-06-01 00:00:00.000;4;2;46.659.935;7.112.038
2016-06-01 00:00:00.000;4;10;15.030.885;339.288
2016-06-01 00:00:00.000;4;5;15.619.913;2.793.928
2016-06-01 00:00:00.000;19;9;1.011.033;140.101
2016-06-01 00:00:00.000;1;8;7.318.972;56.125
2016-06-01 00:00:00.000;1;3;3.776.963;304.517
2016-06-01 00:00:00.000;1;11;143.300.161;22.182.489
2016-06-01 00:00:00.000;4;9;452.695;13.973
2016-06-01 00:00:00.000;15;1;56.973.665;6.560.573
2016-06-01 00:00:00.000;15;4;3.843.303;52.941
2016-06-01 00:00:00.000;1;2;19.858.333;1.794.262
2016-06-01 00:00:00.000;1;10;15.030.885;339.288
2016-06-01 00:00:00.000;1;5;15.619.913;2.793.928
2016-06-01 00:00:00.000;1;9;292.754;42.501
2016-06-01 00:00:00.000;15;9;159.941;97.229
2016-06-01 00:00:00.000;1;1;169.298.953;31.255.497
2016-07-01 00:00:00.000;2;1;103.461.788;84.148.116
2016-07-01 00:00:00.000;10;1;839.593.085;120.287.349
2016-07-01 00:00:00.000;10;8;15.817.123;842.424.999.999.998
2016-07-01 00:00:00.000;10;3;15.946.633;142.261
2016-07-01 00:00:00.000;10;12;71.558.308;14.367.875
2016-07-01 00:00:00.000;10;6;25.519.733;5.280.174
2016-07-01 00:00:00.000;13;9;410.004;0
2016-07-01 00:00:00.000;3;13;643.001;-2.297
2016-07-01 00:00:00.000;17;1;34.083.836;552.187
2016-07-01 00:00:00.000;10;13;12.808.277;829.378.000.000.002
2016-07-01 00:00:00.000;13;1;3.028.765;445.770.000.000.005
2016-07-01 00:00:00.000;13;8;313.011;313.011
2016-07-01 00:00:00.000;13;3;107.973;0.5581
2016-07-01 00:00:00.000;17;3;7.264.252;1.783.272
2016-07-01 00:00:00.000;17;6;171.053;21.932
2016-07-01 00:00:00.000;17;13;626.306;31.477
2016-07-01 00:00:00.000;8;1;447.724.387;52.206.163
2016-07-01 00:00:00.000;8;8;18.622.761;163.631
2016-07-01 00:00:00.000;3;1;6.061.101;121.063
2016-07-01 00:00:00.000;8;14;475.984;51.848
2016-07-01 00:00:00.000;8;9;457.994;0
2016-07-01 00:00:00.000;8;6;3.751.766;785.163
2016-07-01 00:00:00.000;8;13;5.015.058;634.371
2016-07-01 00:00:00.000;12;1;37.596.106;10.231.289
2016-07-01 00:00:00.000;17;8;525.775;55.324
2016-07-01 00:00:00.000;12;8;22.925.675;2.704.382
2016-07-01 00:00:00.000;12;3;75.901.603;11.720.129
2016-07-01 00:00:00.000;12;2;32.568;0
2016-07-01 00:00:00.000;12;9;5.062.677;4.636.718
2016-07-01 00:00:00.000;12;6;1.282.895;105.745
2016-07-01 00:00:00.000;8;3;42.958.066;7.343.554
2016-07-01 00:00:00.000;5;1;33.352.359;5.812.927
2016-07-01 00:00:00.000;12;13;268.343;11.724
2016-07-01 00:00:00.000;11;1;4.466.388;5.577.291
2016-07-01 00:00:00.000;11;8;353.342;361.689.999.999.999
2016-07-01 00:00:00.000;11;3;8.294.419;1.276.513
2016-07-01 00:00:00.000;11;9;235.389;0
2016-07-01 00:00:00.000;5;6;9.860.842;785.515
2016-07-01 00:00:00.000;9;1;65.404.096;6.050.016
2016-07-01 00:00:00.000;9;3;547.4;731.831
2016-07-01 00:00:00.000;11;6;824.885;183.264
2016-07-01 00:00:00.000;11;13;413.115;139.644
2016-07-01 00:00:00.000;6;1;208.633;283.242
2016-07-01 00:00:00.000;19;8;12.089.131;2.934.176
2016-07-01 00:00:00.000;9;2;1.314.175;3.769.501
2016-07-01 00:00:00.000;9;14;2.063.472;-154.373
2016-07-01 00:00:00.000;9;9;1.726.882;964.187
2016-07-01 00:00:00.000;16;1;2.620.641;1.142.114
2016-07-01 00:00:00.000;5;3;1.030.209;79.648
2016-07-01 00:00:00.000;19;2;47.554.569;8.136.852
2016-07-01 00:00:00.000;19;14;2.335.636;0.5351
2016-07-01 00:00:00.000;19;10;5.680.701;686.133
2016-07-01 00:00:00.000;19;5;262.428;2.324
2016-07-01 00:00:00.000;19;1;430.700.012;26.223.727
2016-07-01 00:00:00.000;19;4;47.884.674;36.620.809
2016-07-01 00:00:00.000;4;1;257.903.088;3.163.047
2016-07-01 00:00:00.000;4;4;3.795.769;-47.534
2016-07-01 00:00:00.000;4;8;9.853.187;2.534.215
2016-07-01 00:00:00.000;4;3;486.503;1.088.067
2016-07-01 00:00:00.000;19;3;30.325.785;6.664.795
2016-07-01 00:00:00.000;19;11;54.123.918;376.502.500.000.001
2016-07-01 00:00:00.000;15;2;31.532.455;4.730.853
2016-07-01 00:00:00.000;4;11;169.365.883;26.065.722
2016-07-01 00:00:00.000;4;2;53.695.958;7.036.023
2016-07-01 00:00:00.000;4;10;18.456.072;3.425.187
2016-07-01 00:00:00.000;4;5;19.373.709;3.753.796
2016-07-01 00:00:00.000;19;9;1.215.294;204.261
2016-07-01 00:00:00.000;1;8;9.853.187;2.534.215
2016-07-01 00:00:00.000;1;3;486.503;1.088.067
2016-07-01 00:00:00.000;1;11;169.365.883;26.065.722
2016-07-01 00:00:00.000;4;9;1.148.656;695.961
2016-07-01 00:00:00.000;15;1;63.637.836;6.664.171
2016-07-01 00:00:00.000;15;4;3.795.769;-47.534
2016-07-01 00:00:00.000;1;2;22.163.504;2.305.171
2016-07-01 00:00:00.000;1;10;18.456.072;3.425.187
2016-07-01 00:00:00.000;1;5;19.373.709;3.753.796
2016-07-01 00:00:00.000;1;9;387.037;94.283
2016-07-01 00:00:00.000;15;9;761.619;601.678
2016-07-01 00:00:00.000;1;1;194.265.252;24.966.299
2016-08-01 00:00:00.000;2;1;1.167.659.709;133.041.829
2016-08-01 00:00:00.000;10;1;960.780.067;121.186.982
2016-08-01 00:00:00.000;10;8;17.675.345;1.858.222
2016-08-01 00:00:00.000;1;9;48.966;102.623
2016-08-01 00:00:00.000;1;2;2.562.941;3.465.906
2016-08-01 00:00:00.000;1;10;21.683.746;3.227.674
2016-08-01 00:00:00.000;10;6;28.767.055;3.247.322
2016-08-01 00:00:00.000;13;9;410.004;0
2016-08-01 00:00:00.000;10;13;14.158.023;1.349.746
2016-08-01 00:00:00.000;13;1;359.787;569.105
2016-08-01 00:00:00.000;13;8;355.471;4.246
2016-08-01 00:00:00.000;10;3;16.557.311;610.678
2016-08-01 00:00:00.000;10;12;80.022.655;846.434.700.000.001
2016-08-01 00:00:00.000;17;3;7.430.877;166.625
2016-08-01 00:00:00.000;17;6;411.002;239.949
2016-08-01 00:00:00.000;3;13;643.001;0
2016-08-01 00:00:00.000;17;1;37.520.848;3.437.012
2016-08-01 00:00:00.000;3;1;8.483.313;2.422.212
2016-08-01 00:00:00.000;13;3;144.936;36.963
2016-08-01 00:00:00.000;8;14;491.495;155.110.000.000.001
2016-08-01 00:00:00.000;8;9;1.598.219;1.140.225
2016-08-01 00:00:00.000;17;13;674.034;47.728
2016-08-01 00:00:00.000;8;1;485.775.933;38.051.546
2016-08-01 00:00:00.000;8;8;21.084.899;2.462.138
2016-08-01 00:00:00.000;17;8;575.011;49.236
2016-08-01 00:00:00.000;12;3;88.061.729;12.160.126
2016-08-01 00:00:00.000;12;2;86.117;53.549
2016-08-01 00:00:00.000;8;6;6.073.685;2.321.919
2016-08-01 00:00:00.000;8;13;5.613.612;598.554
2016-08-01 00:00:00.000;12;1;44.535.782;6.939.676
2016-08-01 00:00:00.000;8;3;5.036.359;7.405.524
2016-08-01 00:00:00.000;12;13;30.057;32.227
2016-08-01 00:00:00.000;11;1;48.962.119;4.298.239
2016-08-01 00:00:00.000;11;8;3.805.784;272.364
2016-08-01 00:00:00.000;12;9;5.313.669;250.992
2016-08-01 00:00:00.000;12;6;1.486.737;203.842
2016-08-01 00:00:00.000;12;8;27.349.077;4.423.402
2016-08-01 00:00:00.000;5;1;38.280.977;4.928.618
2016-08-01 00:00:00.000;11;6;985.134;160.249
2016-08-01 00:00:00.000;11;13;456.052;42.937
2016-08-01 00:00:00.000;6;1;2.216.384;130.054
2016-08-01 00:00:00.000;11;3;9.791.734;1.497.315
2016-08-01 00:00:00.000;11;9;235.389;0
2016-08-01 00:00:00.000;9;2;15.428.953;2.287.203
2016-08-01 00:00:00.000;9;14;1.212.894;-850.578
2016-08-01 00:00:00.000;9;1;72.856.832;7.452.736
2016-08-01 00:00:00.000;9;3;5.932.232;458.232
2016-08-01 00:00:00.000;5;3;1.087.961;57.752
2016-08-01 00:00:00.000;5;6;10.585.241;724.399.000.000.001
2016-08-01 00:00:00.000;19;2;50.833.375;3.278.806
2016-08-01 00:00:00.000;19;4;76.533.926;28.649.252
2016-08-01 00:00:00.000;19;8;11.626.454;-462.676.999.999.999
2016-08-01 00:00:00.000;19;1;468.693.254;37.993.242
2016-08-01 00:00:00.000;9;9;1.826.663;997.810.000.000.001
2016-08-01 00:00:00.000;16;1;2.892.371;27.173
2016-08-01 00:00:00.000;4;4;458.724;791.471
2016-08-01 00:00:00.000;19;14;2.235.999;-996.370.000.000.002
2016-08-01 00:00:00.000;19;10;6.448.889;768.188
2016-08-01 00:00:00.000;19;5;314.796;52.368
2016-08-01 00:00:00.000;19;3;34.729.925;440.414
2016-08-01 00:00:00.000;19;11;56.386.176;226.225.799.999.999
2016-08-01 00:00:00.000;4;11;187.336.743;1.797.086
2016-08-01 00:00:00.000;4;2;59.727.702;6.031.744
2016-08-01 00:00:00.000;4;8;10.715.628;862.440.999.999.999
2016-08-01 00:00:00.000;4;3;6.019.003;1.153.973
2016-08-01 00:00:00.000;19;9;3.928.959;2.713.665
2016-08-01 00:00:00.000;4;1;280.739.685;22.836.597
2016-08-01 00:00:00.000;15;4;458.724;791.471
2016-08-01 00:00:00.000;15;2;34.098.292;2.565.837
2016-08-01 00:00:00.000;4;9;1.709.668;561.012
2016-08-01 00:00:00.000;15;1;68.009.077;4.371.241
2016-08-01 00:00:00.000;4;10;21.683.746;3.227.674
2016-08-01 00:00:00.000;4;5;21.981.457;2.607.748
2016-08-01 00:00:00.000;1;5;21.981.457;2.607.748
2016-08-01 00:00:00.000;1;8;10.715.628;862.440.999.999.999
2016-08-01 00:00:00.000;1;3;6.019.003;1.153.973
2016-08-01 00:00:00.000;1;11;187.336.743;1.797.086
2016-08-01 00:00:00.000;15;9;1.220.009;45.839
2016-08-01 00:00:00.000;1;1;212.730.608;18.465.356
2016-09-01 00:00:00.000;2;1;1.207.760.732;40.101.023
2016-09-01 00:00:00.000;10;1;1.087.802.832;127.022.765
2016-09-01 00:00:00.000;10;8;19.406.431;1.731.086
2016-09-01 00:00:00.000;10;3;17.183.898;626.587
2016-09-01 00:00:00.000;10;12;87.854.491;783.183.599.999.999
2016-09-01 00:00:00.000;10;6;33.100.652;4.333.597
2016-09-01 00:00:00.000;13;9;442.121;32.117
2016-09-01 00:00:00.000;3;13;670.574;27.573
2016-09-01 00:00:00.000;17;1;45.164.123;7.643.275
